code,title,intro,includes,alsoIncludes,excludes
02.1.2.2,Wine from other sources (ND),,"* ciders and perries, including sake",,
02.1.3,Beer (ND),,"* all kinds of beers, such as ale, lager, stout and porter
* low-alcohol beer and non-alcoholic beer",,
02.1.3.0,Beer (ND),,"* all kinds of beers, such as ale, lager, stout and porter
* low-alcohol beer and non-alcoholic beer",,
02.1.9,Other alcoholic beverages (ND),,"* mixed alcohol-based drinks, such as soda water; and mineral water-based mixed alcoholic drinks (alcopop)
* shandies, cola beer and radler",,
02.1.9.0,Other alcoholic beverages (ND),,"* mixed alcohol-based drinks, such as soda water and mineral water-based mixed alcoholic drinks (alcopops)
* shandy, cola beer and radler",,
02.2,Alcohol production services,Services purchased for the processing of primary products provided by households to produce alcohol for their own final consumption.,,,
02.2.0,Alcohol production services (S),Services purchased for the processing of primary products provided by households to produce alcohol for their own final consumption.,"* fruit and vegetable crushing and pressing services for the production of alcoholic beverages
* distilling and fermentation services
* brewing services
* ageing and bottling services",,
02.2.0.0,Alcohol production services (S),Services purchased for the processing of primary products provided by households to produce alcohol for their own final consumption.,"* fruit and vegetable crushing and pressing services for the production of alcoholic beverages
* distilling and fermentation services
* brewing services
* ageing and bottling services",,
02.3,Tobacco,"Group 02.3 covers all purchases of tobacco and tobacco products by households, including purchases of tobacco in restaurants, cafés, bars and service stations, since those venues do not add value or a service to the tobacco products sold. The consumption of tobacco through use of shisha or hookah pipes in restaurants, cafés and bars, is covered by division 11, as the venues in this case do provide a service. Electronic cigarettes are included in group 02.3, even though they do not contain tobacco, as they are a substitute for tobacco products.",,,
02.3.0,Tobacco (ND),,"* cigarettes, cigarette tobacco and tobacco leaf
* cigarette papers and single-use filters which are consumed together with the cigarette
* cigars, pipe tobacco, chewing tobacco and snuff
* refills for electronic cigarettes, with or without nicotine
* tobacco that is consumed with a shisha or a hookah pipe if consumed at home
* tobacco that is purchased in bars and restaurants, provided that a service charge is not applied",,"* tobacco that is consumed through use of a shisha or hookah pipe in restaurants, bars, cafés and shisha lounges (11.1.1)
* electronic cigarette devices and other articles for smokers (13.2.9.1)"
02.3.0.1,Cigarettes (ND),,"* cigarettes
* cigarettes that are purchased in bars and restaurants, provided that a service charge is not applied",,
02.3.0.2,Cigars (ND),"Includes:
* cigars
* cigars that are purchased in bars and restaurants, provided that a service charge is not applied",,,
02.3.0.9,Other tobacco products (ND),,"* pipe tobacco, chewing tobacco, hookah blends, snus and snuff
* cigarette tobacco and tobacco leaf
* cigarette papers and single-use filters which are consumed with the cigarette
* refills for electronic cigarettes, with or without nicotine
* tobacco that is consumed with a shisha or a hookah pipe if consumed at home",,"* tobacco that is consumed through use of a shisha or a hookah pipe in restaurants, cafés or shisha lounges (11.1.1)
* electronic cigarette devices (13.2.9.1) and other articles for smokers"
02.4,Narcotics,"Group 02.4 covers all narcotics, both legal and illegal, purchased by households.",,,
02.4.0,Narcotics (ND),,"* marijuana, opium, cocaine and their derivatives
* other vegetable-based narcotics, such as betel leaves, betel nuts, cola nuts, kava, khat (gat) and psilocybin mushrooms
* other narcotics, including chemicals and synthetic drugs",,* narcotics used for medicinal purpose (06.1.1.1)
02.4.0.0,Narcotics (ND),,"* marijuana, opium, cocaine and their derivatives
* other vegetable-based narcotics, such as betel leaves, betel nuts, cola nuts, kava, khat, and psilocybin mushroom
* other narcotics, including chemicals and synthetic drugs",,* narcotics used for medicinal purpose (06.1.1.1)
03,Clothing and footwear,"Division 03 covers all clothing materials, garments, articles and accessories (03.1), footwear (03.2) and related services including cleaning, repair and hire of clothing (03.1.4) and footwear (03.2.2). The purchase of second-hand clothing and footwear should be included in the same classes to which the new articles belong, since the purpose is the same. Unisex garments and footwear should be classified according to the gender of the person wearing them. 

Division 03 excludes game-specific sportswear and footwear and protective sports gear (09.2.2.1).",,,
03.1,Clothing,"Group 03.1 covers clothing for men, women and children, other articles of clothing (e.g., gloves) and clothing accessories, as well as materials purchased for the production of clothing and services related to clothing (e.g., cleaning, repair and tailoring).

The purchase of custom-made clothing is classified as the purchase of garments (03.1.2) if the retailer supplies all of the materials and is classified as the purchase of a tailoring service (03.1.4) if the customer supplies the main materials.",,,
03.1.1,Clothing materials (SD),,"* clothing materials of natural, synthetic and mixed fibres
* leather, fur, fusible webbing, wadding and felt filling for making wearing apparel",,* furnishing fabrics (05.2.1.1)
03.1.1.0,Clothing materials (SD),,"* clothing materials of natural, synthetic and mixed fibres
* leather, fur, fusible webbing, wadding and felt filling for making wearing apparel",,* furnishing fabrics (05.2.1.1)
03.1.2,Garments (SD),"Garments for men and boys, women and girls and infants, either ready-to-wear or made to measure, in all materials (including leather, furs, plastics and rubber), for everyday wear, for sport or for work.","* capes, overcoats, raincoats, anoraks, parkas, blousons, jackets, trousers, waistcoats, suits, costumes, dresses, skirts, etc.
* shirts, blouses, pullovers, sweaters, cardigans, shorts, swimsuits, tracksuits, jogging suits, sweatshirts, T-shirts, leotards, etc.
* vests, underpants, socks, stockings, tights, petticoats, brassieres, knickers, slips, girdles, corsets, body stockings, etc.
* pyjamas, nightshirts, nightdresses, housecoats, dressing gowns, bathrobes, etc.
* traditional garments",,"* tailoring services for which the customer supplies the material (03.1.4.2)
* articles of medical hosiery, such as elasticated stockings (06.1.2.2)
* diapers (nappies) of any material (13.2.9.1)"
03.1.2.1,Garments for men or boys (SD),"Garments for men or boys, either ready-to-wear or made-to-measure, in all materials (including leather, furs, plastics and rubber), for everyday wear, for sport or for work","* capes, overcoats, raincoats, anoraks, parkas, jackets, trousers, waistcoats, suits, costumes, etc.
* shirts, pullovers, sweaters, cardigans, shorts, swimsuits, tracksuits, jogging suits, sweatshirts, T-shirts, leotards, etc.
* traditional garments
* vests, underpants, socks, etc.
* pyjamas, dressing gowns, bathrobes, etc.",,"* garments for infants (under 2 years of age) (03.1.2.3)
* tailoring services for which the customer supplies the material (03.1.4.2)
* articles of medical hosiery, such as elasticated stockings (06.1.2.2)"
03.1.2.2,Garments for women or girls (SD),"Garments for women or girls, either ready-to-wear or made-to-measure, in all materials (including leather, furs, plastics and rubber), for everyday wear, for sport or for work.","* capes, overcoats, raincoats, anoraks, parkas, blousons, jackets, trousers, waistcoats, suits, costumes, dresses, skirts, etc.
* shirts, blouses, pullovers, sweaters, cardigans, shorts, swimsuits, tracksuits, jogging suits, sweatshirts, t-shirts, leotards, etc.
* traditional garments
* vests, underpants, socks, stockings, tights, petticoats, brassieres, knickers, slips, girdles, corsets, body stockings, etc.
* pyjamas, nightshirts, nightdresses, housecoats, dressing gowns, bathrobes, etc.",,"* garments for infants (under 2 years of age) (03.1.2.3)
* tailoring services for which the customer supplies the material (03.1.4.2)
* articles of medical hosiery, such as elasticated stockings (06.1.2.2)"
03.1.2.3,Garments for infants (under 2 years of age) (SD),"Garments for infants or babies (under 2 years of age), either ready-to-wear or made to measure, in all materials.","* raincoats, anoraks, parkas, blousons, jackets, trousers, waistcoats, suits, costumes, dresses, skirts, etc.
* vests, underpants, socks, stockings, tights, etc.
* pyjamas, nightshirts, nightdresses, dressing gowns, bathrobes, etc.",,"* tailoring services for which the customer supplies the material (03.1.4.2)
* diapers (nappies) of any material (13.2.9.1)"
03.1.2.4,School uniforms (SD),,* school uniforms,,
03.1.3,Other articles of clothing and clothing accessories (SD),,"* ties, handkerchiefs, scarves, gloves, mittens, muffs, belts, braces, aprons, smocks, bibs, sleeve protectors, hats, caps, berets, bonnets, etc.
* sewing threads, knitting yarns and clothing accessories, such as buckles, buttons, press studs, zip fasteners, ribbons, laces, trimmings, etc.",* working gloves,"* pins, safety pins, sewing needles, knitting needles and thimbles; rubber gloves and other articles made of rubber; and gardening gloves (05.6.1.9)
* protective headgear for sports; and other protective gear for sports, such as life jackets, boxing and other sporting gloves, body padding, belts, supports, etc. (09.2.2.1)
* paper handkerchiefs (13.1.2.0)
* watches, jewellery, cufflinks and tiepins (13.2.1.1)
* umbrellas and parasols, fans and key rings (13.2.9.1)"
03.1.3.1,Other articles of clothing (SD),,"* ties, handkerchiefs, scarves, gloves, mittens, muffs, belts, braces, aprons, smocks, bibs, sleeve protectors, hats, caps, berets, bonnets, etc.",* working gloves,"* pins, safety pins, sewing needles, knitting needles and thimbles; rubber gloves and other articles made of rubber; and gardening gloves (05.6.1.9)
* protective headgear for sports; and other protective gear for sports, such as life jackets, boxing and other sporting gloves, body padding, belts, supports, etc. (09.2.2.1)
* paper handkerchiefs (13.1.2.0)
* watches, jewellery, cufflinks and tiepins (13.2.1.1)
* umbrellas and parasols, fans and key rings (13.2.9.1)"
03.1.3.2,Clothing accessories (SD),,"* sewing threads, knitting yarns and accessories used in the creation of clothing, such as buckles, buttons, press studs, zip fasteners, ribbons, laces, trimmings, etc.",,
03.1.4,"Cleaning, repair, tailoring and hire of clothing (S)",The cost of materials is included only if not separately priced.,"* dry-cleaning, laundering and dyeing of garments
* darning, mending, repair and altering of garments
* tailoring services, for which the customer supplies the material
* hire of garments",,"* materials, threads and accessories purchased by households with the intention of undertaking maintenance and repairs themselves (03.1.1.0; 03.1.3.2)
* made-to-measure clothing (03.1.2.1; 03.1.2.2; 03.1.2.3; 03.1.2.4)
* repair, hire and sewing services of household linen and other household textiles (05.2.2.0)
* dry-cleaning, laundering, dyeing of household linen and other household textiles (05.6.2.9)"
